,일자,미국_USD,일본_JPY,유럽연합_EUR,중국_CNY,WTI,국제_금
2498,2013-12-31,"1,045.00",994.29,"1,438.97",172.68,98.42,"1,201.90"
2499,2014-01-01,,,,,98.42,
2500,2014-01-02,"1,050.50",997.15,"1,442.44",173.61,95.44,"1,225.00"
2501,2014-01-03,"1,055.00","1,011.02","1,438.81",174.36,93.96,"1,238.40"
2502,2014-01-06,"1,066.00","1,019.61","1,449.33",176.15,93.43,"1,237.80"
2503,2014-01-07,"1,068.50","1,024.35","1,455.94",176.53,93.67,"1,229.40"
2504,2014-01-08,"1,066.00","1,015.24","1,450.51",176.16,92.33,"1,225.30"
2505,2014-01-09,"1,063.00","1,013.35","1,446.74",175.56,91.66,"1,229.30"
2506,2014-01-10,"1,061.00","1,011.15","1,443.60",175.29,92.72,"1,246.70"
2507,2014-01-13,"1,056.00","1,021.08","1,443.02",174.66,91.80,"1,250.90"
2508,2014-01-14,"1,059.00","1,023.78","1,449.98",175.24,92.59,"1,245.20"
2509,2014-01-15,"1,062.50","1,018.11","1,448.08",175.72,94.17,"1,238.10"
2510,2014-01-16,"1,063.50","1,015.27","1,446.36",175.62,93.96,"1,240.00"
2511,2014-01-17,"1,061.50","1,017.35","1,443.64",175.38,94.37,"1,251.70"
2512,2014-01-20,"1,064.00","1,021.41","1,442.57",175.80,93.72,"1,257.20"
2513,2014-01-21,"1,067.00","1,019.20","1,444.18",176.35,94.97,"1,242.30"
2514,2014-01-22,"1,067.00","1,023.01","1,444.40",176.35,96.73,"1,239.00"
2515,2014-01-23,"1,075.00","1,029.79","1,465.66",177.65,97.32,"1,262.60"
2516,2014-01-24,"1,079.50","1,048.16","1,476.54",178.51,96.64,"1,264.50"
2517,2014-01-27,"1,082.50","1,056.20","1,482.48",178.96,95.72,"1,263.60"
2518,2014-01-28,"1,078.00","1,047.31","1,472.76",178.18,97.41,"1,251.00"
2519,2014-01-29,"1,072.00","1,039.16","1,466.50",177.03,97.36,"1,262.20"
2520,2014-01-30,,,,,98.23,"1,242.20"
2521,2014-01-31,,,,,97.49,"1,240.10"
2522,2014-02-03,"1,086.00","1,063.35","1,465.67",179.18,96.43,"1,260.40"
2523,2014-02-04,"1,081.50","1,067.62","1,460.57",178.44,97.19,"1,251.70"
2524,2014-02-05,"1,078.00","1,063.64","1,457.78",177.86,97.38,"1,257.30"
2525,2014-02-06,"1,078.50","1,063.40","1,458.99",177.94,97.84,"1,257.60"
2526,2014-02-07,"1,075.50","1,054.10","1,459.02",177.38,99.88,"1,263.30"
2527,2014-02-10,"1,072.50","1,049.41","1,463.32",176.97,100.06,"1,274.80"
2528,2014-02-11,"1,066.50","1,042.52","1,458.12",176.01,99.94,"1,290.10"
2529,2014-02-12,"1,061.20","1,035.32","1,446.52",175.10,100.37,"1,295.30"
2530,2014-02-13,"1,063.80","1,042.23","1,449.32",175.48,100.35,"1,300.40"
2531,2014-02-14,"1,060.00","1,040.85","1,452.20",174.81,100.30,"1,319.00"
2532,2014-02-17,"1,060.50","1,040.62","1,452.46",174.92,100.92,
2533,2014-02-18,"1,065.60","1,040.52","1,461.15",175.72,102.43,"1,324.70"
2534,2014-02-19,"1,065.00","1,042.58","1,465.12",175.31,103.31,"1,320.60"
2535,2014-02-20,"1,074.80","1,056.31","1,473.23",176.67,102.75,"1,317.10"
2536,2014-02-21,"1,071.50","1,046.59","1,468.60",175.97,102.20,"1,323.90"
2537,2014-02-24,"1,073.00","1,048.36","1,475.16",175.95,102.82,"1,338.30"
2538,2014-02-25,"1,073.00","1,048.88","1,475.70",175.07,101.83,"1,343.00"
2539,2014-02-26,"1,066.50","1,042.11","1,465.48",174.15,102.59,"1,328.20"
2540,2014-02-27,"1,067.50","1,043.91","1,458.21",174.14,102.40,"1,331.60"
2541,2014-02-28,"1,067.50","1,049.04","1,463.86",173.58,102.59,"1,321.40"
2542,2014-03-03,"1,070.70","1,056.54","1,475.10",174.07,104.92,"1,350.10"
2543,2014-03-04,"1,071.00","1,051.65","1,473.59",174.79,103.33,"1,337.80"
2544,2014-03-05,"1,070.50","1,045.31","1,470.65",174.77,101.45,"1,340.20"
2545,2014-03-06,"1,065.00","1,036.80","1,461.50",174.43,101.56,"1,351.70"
2546,2014-03-07,"1,061.20","1,031.19","1,471.99",173.90,102.58,"1,338.10"
2547,2014-03-10,"1,066.20","1,032.94","1,480.42",174.01,101.12,"1,341.40"
2548,2014-03-11,"1,065.00","1,030.98","1,475.24",173.78,100.03,"1,346.50"
2549,2014-03-12,"1,071.70","1,041.80","1,484.63",174.37,97.99,"1,370.30"
2550,2014-03-13,"1,068.00","1,042.66","1,490.18",174.12,98.20,"1,372.20"
2551,2014-03-14,"1,070.50","1,053.02","1,485.53",174.03,98.89,"1,379.00"
2552,2014-03-17,"1,067.30","1,049.15","1,483.01",173.03,98.08,"1,372.90"
2553,2014-03-18,"1,070.70","1,055.40","1,489.45",173.27,99.70,"1,359.00"
2554,2014-03-19,"1,069.00","1,052.37","1,487.41",172.73,100.37,"1,341.40"
2555,2014-03-20,"1,075.20","1,050.00","1,486.57",173.34,98.90,"1,330.50"
2556,2014-03-21,"1,080.00","1,057.48","1,489.10",173.94,99.46,"1,336.00"
2557,2014-03-24,"1,076.70","1,049.82","1,485.85",174.07,99.60,"1,311.20"
2558,2014-03-25,"1,077.90","1,054.59","1,491.38",174.26,99.19,"1,311.40"
2559,2014-03-26,"1,075.30","1,051.23","1,483.81",173.51,100.26,"1,303.40"
2560,2014-03-27,"1,072.80","1,050.63","1,475.96",172.76,101.28,"1,294.70"
2561,2014-03-28,"1,069.00","1,046.40","1,465.28",172.23,101.67,"1,293.80"
2562,2014-03-31,"1,062.50","1,030.05","1,460.73",170.92,101.58,"1,283.40"
2563,2014-04-01,"1,058.00","1,023.90","1,459.93",170.48,99.74,"1,279.60"
2564,2014-04-02,"1,057.80","1,018.98","1,458.71",170.57,99.62,"1,290.50"
2565,2014-04-03,"1,057.30","1,017.32","1,455.06",170.30,100.29,"1,284.40"
2566,2014-04-04,"1,054.80","1,015.50","1,444.87",169.63,101.14,"1,303.20"
2567,2014-04-07,"1,054.90","1,023.08","1,446.90",169.76,100.44,"1,298.00"
2568,2014-04-08,"1,048.30","1,021.64","1,443.82",169.02,102.56,"1,308.70"
2569,2014-04-09,"1,039.30","1,018.62","1,433.40",167.86,103.60,"1,305.50"
2570,2014-04-10,"1,037.50","1,020.56","1,438.29",167.19,103.40,"1,320.10"
2571,2014-04-11,"1,036.00","1,018.18","1,439.00",166.78,103.74,"1,318.70"
2572,2014-04-14,"1,040.50","1,023.51","1,438.28",167.22,104.05,"1,327.20"
2573,2014-04-15,"1,041.50","1,023.39","1,436.85",167.27,103.75,"1,300.00"
2574,2014-04-16,"1,038.80","1,015.15","1,438.53",166.85,103.76,"1,303.10"
2575,2014-04-17,"1,039.00","1,018.23","1,438.08",166.99,104.30,"1,293.40"
2576,2014-04-18,"1,038.30","1,013.96","1,434.52",166.84,,
2577,2014-04-21,"1,038.80","1,012.97","1,436.24",166.80,104.37,"1,288.00"
2578,2014-04-22,"1,038.30","1,012.88","1,433.58",166.50,101.75,"1,280.60"
2579,2014-04-23,"1,039.50","1,014.44","1,439.29",166.59,101.44,"1,284.20"
2580,2014-04-24,"1,039.50","1,015.04","1,438.56",166.40,101.94,"1,290.50"
2581,2014-04-25,"1,040.50","1,017.80","1,439.53",166.27,100.60,"1,300.70"
2582,2014-04-28,"1,034.50","1,012.03","1,434.85",165.43,100.84,"1,298.90"
2583,2014-04-29,"1,030.30","1,003.51","1,428.92",164.67,101.28,"1,296.00"
2584,2014-04-30,"1,032.00","1,007.12","1,423.23",164.76,99.74,"1,295.60"
2585,2014-05-01,,,,,99.42,"1,283.10"
2586,2014-05-02,"1,029.50","1,004.68","1,426.48",164.55,99.76,"1,302.60"
2587,2014-05-05,,,,,99.48,"1,309.00"
2588,2014-05-06,,,,,99.50,"1,308.30"
2589,2014-05-07,"1,023.00","1,007.19","1,423.71",164.13,100.77,"1,288.00"
2590,2014-05-08,"1,021.50","1,003.04","1,423.36",163.99,100.26,"1,289.60"
2591,2014-05-09,"1,026.00","1,008.45","1,417.93",164.70,99.99,"1,287.30"
2592,2014-05-12,"1,024.40","1,004.61","1,410.70",164.28,100.59,"1,295.60"
2593,2014-05-13,"1,022.00",998.44,"1,407.09",163.86,101.70,"1,294.60"
2594,2014-05-14,"1,025.50","1,006.77","1,407.09",164.67,102.37,"1,305.70"
2595,2014-05-15,"1,026.00","1,007.07","1,402.44",164.66,101.50,"1,293.50"
2596,2014-05-16,"1,025.00","1,009.06","1,405.99",164.39,102.02,"1,293.30"
2597,2014-05-19,"1,021.80","1,007.99","1,401.09",163.77,102.61,"1,293.70"
2598,2014-05-20,"1,025.00","1,011.85","1,403.12",164.31,102.33,"1,294.50"
2599,2014-05-21,"1,025.50","1,016.86","1,406.37",164.53,104.07,"1,288.00"
2600,2014-05-22,"1,024.00","1,007.77","1,401.14",164.30,103.74,"1,294.90"
2601,2014-05-23,"1,025.50","1,007.66","1,397.24",164.44,104.35,"1,291.60"
2602,2014-05-26,"1,023.50","1,004.12","1,395.64",164.14,104.18,"1,291.90"
2603,2014-05-27,"1,023.20","1,004.61","1,396.05",163.83,104.11,"1,265.40"
2604,2014-05-28,"1,021.00","1,002.55","1,390.70",163.07,102.72,"1,259.30"
2605,2014-05-29,"1,017.50","1,002.27","1,385.22",162.87,103.58,"1,256.30"
2606,2014-05-30,"1,020.30","1,003.84","1,388.12",163.31,102.71,"1,245.60"
2607,2014-06-02,"1,024.00","1,003.63","1,392.44",163.79,102.47,"1,243.70"
2608,2014-06-03,"1,024.00","1,000.00","1,392.13",163.74,102.66,"1,244.30"
2609,2014-06-04,,,,,102.64,"1,244.00"
2610,2014-06-05,"1,022.00",996.59,"1,390.84",163.31,102.48,"1,253.00"
2611,2014-06-06,,,,,102.66,"1,252.10"
2612,2014-06-09,"1,015.20",990.54,"1,384.53",162.97,104.41,"1,253.50"
2613,2014-06-10,"1,017.00",993.65,"1,378.65",163.54,104.35,"1,259.80"
2614,2014-06-11,"1,016.50",994.03,"1,375.02",163.30,104.40,"1,260.80"
2615,2014-06-12,"1,017.20",996.57,"1,375.97",163.51,106.53,"1,273.60"
2616,2014-06-13,"1,019.00","1,000.20","1,383.19",164.13,106.91,"1,273.70"
2617,2014-06-16,"1,021.50","1,002.16","1,381.27",164.20,106.90,"1,274.90"
2618,2014-06-17,"1,021.50","1,001.18","1,386.48",164.04,106.36,"1,271.70"
2619,2014-06-18,"1,023.00","1,000.59","1,386.57",164.11,105.97,"1,272.40"
2620,2014-06-19,"1,018.00","1,000.00","1,388.25",163.48,106.05,"1,313.70"
2621,2014-06-20,"1,021.50","1,001.57","1,390.06",164.12,106.83,"1,316.20"
2622,2014-06-23,"1,019.50","1,000.88","1,384.68",163.79,106.17,"1,318.00"
2623,2014-06-24,"1,017.50",998.53,"1,386.04",163.39,106.03,"1,320.90"
2624,2014-06-25,"1,020.00","1,000.69","1,388.32",163.63,106.50,"1,322.20"
2625,2014-06-26,"1,015.70",998.13,"1,382.77",163.16,105.84,"1,316.10"
2626,2014-06-27,"1,014.50","1,000.30","1,382.36",163.13,105.74,"1,319.00"
2627,2014-06-30,"1,011.50",997.53,"1,381.41",162.91,105.37,"1,321.80"
2628,2014-07-01,"1,011.00",995.76,"1,383.96",162.92,105.34,"1,326.40"
2629,2014-07-02,"1,007.50",993.10,"1,376.65",162.25,104.48,"1,330.70"
2630,2014-07-03,"1,008.50",989.50,"1,377.21",162.25,104.06,"1,320.40"
2631,2014-07-04,"1,009.70",989.80,"1,372.38",162.71,103.77,"1,320.70"
2632,2014-07-07,"1,012.20",993.03,"1,376.49",163.26,103.53,"1,316.50"
2633,2014-07-08,"1,011.50",994.40,"1,375.44",163.07,103.40,"1,316.00"
2634,2014-07-09,"1,012.00",995.77,"1,378.14",163.27,102.29,"1,323.80"
2635,2014-07-10,"1,013.80",999.51,"1,382.11",163.53,102.93,"1,338.70"
2636,2014-07-11,"1,019.00","1,005.43","1,387.16",164.15,100.83,"1,337.00"
2637,2014-07-14,"1,018.00","1,002.96","1,387.64",164.05,100.91,"1,306.30"
2638,2014-07-15,"1,027.00","1,011.13","1,397.13",165.30,99.96,"1,296.90"
2639,2014-07-16,"1,029.50","1,012.29","1,394.25",165.78,101.20,"1,299.60"
2640,2014-07-17,"1,026.80","1,011.73","1,389.57",165.53,103.19,"1,316.70"
2641,2014-07-18,"1,030.00","1,015.88","1,394.11",166.01,103.13,"1,309.20"
2642,2014-07-21,"1,027.50","1,014.61","1,389.80",165.56,104.59,"1,313.70"
2643,2014-07-22,"1,025.00","1,009.65","1,382.32",165.18,102.39,"1,306.10"
2644,2014-07-23,"1,024.00","1,010.16","1,379.12",165.25,103.12,"1,304.50"
2645,2014-07-24,"1,028.50","1,013.50","1,386.62",166.11,102.07,"1,290.60"
2646,2014-07-25,"1,027.00","1,007.65","1,380.60",165.87,102.09,"1,303.10"
2647,2014-07-28,"1,026.00","1,007.07","1,378.23",165.78,101.67,"1,303.30"
2648,2014-07-29,"1,024.20","1,005.20","1,376.32",165.70,100.97,"1,298.30"
2649,2014-07-30,"1,024.20","1,002.45","1,372.33",165.82,100.27,"1,294.90"
2650,2014-07-31,"1,030.70","1,002.63","1,380.83",166.90,98.17,"1,281.30"
2651,2014-08-01,"1,038.00","1,007.96","1,389.67",168.02,97.88,"1,293.60"
2652,2014-08-04,"1,033.00","1,006.82","1,386.70",167.22,98.29,"1,287.70"
2653,2014-08-05,"1,029.20","1,003.31","1,378.51",166.76,97.38,"1,284.00"
2654,2014-08-06,"1,032.70","1,007.51","1,380.82",167.47,96.92,"1,306.70"
2655,2014-08-07,"1,036.80","1,013.29","1,386.62",168.16,97.34,"1,310.80"
2656,2014-08-08,"1,036.00","1,017.48","1,387.93",168.25,97.65,"1,308.90"
2657,2014-08-11,"1,030.50","1,009.40","1,379.53",167.51,98.08,"1,308.50"
2658,2014-08-12,"1,027.50","1,004.69","1,372.74",166.84,97.37,"1,308.80"
2659,2014-08-13,"1,029.30","1,004.10","1,374.12",167.01,97.59,"1,312.80"
2660,2014-08-14,"1,021.70",997.46,"1,365.71",166.03,95.58,"1,313.90"
2661,2014-08-15,,,,,97.35,"1,304.50"
2662,2014-08-18,"1,017.50",992.88,"1,362.23",165.65,96.41,"1,297.70"
2663,2014-08-19,"1,017.50",991.81,"1,358.26",165.66,94.48,"1,295.10"
2664,2014-08-20,"1,021.50",989.15,"1,358.08",166.19,93.45,"1,293.40"
2665,2014-08-21,"1,022.50",984.21,"1,356.96",166.17,93.96,"1,273.70"
2666,2014-08-22,"1,018.00",981.30,"1,352.51",165.37,93.65,"1,278.60"
2667,2014-08-25,"1,020.00",980.30,"1,345.79",165.72,93.35,"1,277.30"
2668,2014-08-26,"1,016.80",978.92,"1,341.36",165.25,93.86,"1,283.80"
2669,2014-08-27,"1,014.00",975.47,"1,336.25",164.95,93.88,"1,281.90"
2670,2014-08-28,"1,014.30",977.83,"1,340.60",164.98,94.55,"1,288.70"
2671,2014-08-29,"1,014.00",975.84,"1,336.25",164.87,95.96,"1,285.80"
2672,2014-09-01,"1,012.00",971.68,"1,329.87",164.65,95.86,"1,286.40"
2673,2014-09-02,"1,018.50",971.39,"1,336.48",165.62,92.88,"1,263.70"
2674,2014-09-03,"1,018.60",970.93,"1,337.73",165.74,95.54,"1,268.90"
2675,2014-09-04,"1,018.00",970.73,"1,338.57",165.79,94.45,"1,265.10"
2676,2014-09-05,"1,025.00",974.24,"1,327.07",166.80,93.29,"1,265.80"
2677,2014-09-08,,,,,92.66,"1,252.70"
2678,2014-09-09,,,,,92.75,"1,246.80"
2679,2014-09-10,,,,,91.67,"1,243.50"
2680,2014-09-11,"1,036.00",968.77,"1,339.76",168.90,92.83,"1,237.40"
2681,2014-09-12,"1,034.20",964.56,"1,336.19",168.52,92.27,"1,229.90"
2682,2014-09-15,"1,038.80",967.77,"1,341.92",168.70,92.92,"1,233.60"
2683,2014-09-16,"1,036.20",967.96,"1,341.15",168.14,94.88,"1,235.20"
2684,2014-09-17,"1,035.00",965.03,"1,340.95",168.22,94.42,"1,234.40"
2685,2014-09-18,"1,039.50",958.06,"1,340.33",168.95,93.07,"1,225.70"
2686,2014-09-19,"1,044.50",958.96,"1,344.90",169.98,92.41,"1,215.30"
2687,2014-09-22,"1,043.00",956.44,"1,339.84",169.70,90.87,"1,216.80"
2688,2014-09-23,"1,039.50",959.04,"1,339.08",169.17,91.56,"1,221.00"
2689,2014-09-24,"1,038.00",955.71,"1,333.83",169.06,92.80,"1,218.60"
2690,2014-09-25,"1,043.50",955.06,"1,326.81",169.70,92.53,"1,221.20"
2691,2014-09-26,"1,044.50",958.43,"1,332.16",170.08,93.54,"1,214.10"
2692,2014-09-29,"1,056.00",963.24,"1,339.11",171.21,94.57,"1,217.50"
2693,2014-09-30,"1,055.00",962.85,"1,335.00",171.04,91.16,"1,210.50"
2694,2014-10-01,"1,063.50",968.31,"1,340.12",172.27,90.73,"1,214.60"
2695,2014-10-02,"1,060.90",978.33,"1,341.61",172.07,91.01,"1,214.20"
2696,2014-10-03,,,,,89.74,"1,192.20"
2697,2014-10-06,"1,068.50",976.24,"1,340.01",173.52,90.34,"1,206.70"
2698,2014-10-07,"1,067.60",984.42,"1,348.17",173.62,88.85,"1,211.70"
2699,2014-10-08,"1,074.00",994.17,"1,360.33",174.80,87.31,"1,205.30"
2700,2014-10-09,,,,,85.77,"1,224.60"
2701,2014-10-10,"1,073.00",993.06,"1,359.28",174.78,85.82,"1,221.00"
2702,2014-10-13,"1,068.00",993.40,"1,354.22",174.00,85.74,"1,229.30"
2703,2014-10-14,"1,064.50",995.42,"1,351.49",173.52,81.84,"1,233.60"
2704,2014-10-15,"1,064.70",993.38,"1,347.59",173.45,81.78,"1,244.10"
2705,2014-10-16,"1,062.00","1,001.79","1,358.40",173.03,82.70,"1,240.50"
2706,2014-10-17,"1,065.50","1,000.38","1,366.72",173.56,82.75,"1,238.30"
2707,2014-10-20,"1,060.00",989.91,"1,352.24",172.69,82.71,"1,244.00"
2708,2014-10-21,"1,054.50",988.66,"1,350.71",172.09,82.49,"1,251.00"
2709,2014-10-22,"1,051.40",984.27,"1,334.75",171.70,80.52,"1,244.80"
2710,2014-10-23,"1,056.10",982.05,"1,337.34",172.43,82.09,"1,228.50"
2711,2014-10-24,"1,058.00",977.73,"1,338.48",172.68,81.01,"1,231.20"
2712,2014-10-27,"1,052.50",975.26,"1,335.94",171.92,81.00,"1,229.10"
2713,2014-10-28,"1,049.30",972.20,"1,333.77",171.52,81.42,"1,229.20"
2714,2014-10-29,"1,047.70",969.91,"1,333.30",171.37,82.20,"1,224.30"
2715,2014-10-30,"1,057.30",968.40,"1,329.66",172.76,81.12,"1,198.10"
2716,2014-10-31,"1,067.50",957.66,"1,341.42",174.50,80.54,"1,171.10"
2717,2014-11-03,"1,073.60",951.18,"1,341.25",175.29,78.78,"1,169.40"
2718,2014-11-04,"1,078.10",948.78,"1,348.92",176.02,77.19,"1,167.40"
2719,2014-11-05,"1,087.00",949.59,"1,358.53",177.67,78.68,"1,145.40"
2720,2014-11-06,"1,086.00",947.48,"1,357.07",177.49,77.91,"1,142.30"
2721,2014-11-07,"1,093.50",949.55,"1,355.17",178.16,78.65,"1,169.60"
2722,2014-11-10,"1,085.10",951.34,"1,353.01",177.27,77.40,"1,159.60"
2723,2014-11-11,"1,095.60",946.60,"1,359.75",178.77,77.94,"1,162.80"
2724,2014-11-12,"1,095.50",950.46,"1,366.31",178.54,77.18,"1,158.90"
2725,2014-11-13,"1,096.30",948.85,"1,365.66",178.71,74.21,"1,161.10"
2726,2014-11-14,"1,100.30",946.33,"1,371.19",179.49,75.82,"1,185.00"
2727,2014-11-17,"1,095.40",943.82,"1,371.77",178.82,75.64,"1,183.00"
2728,2014-11-18,"1,099.30",941.67,"1,372.70",179.67,74.61,"1,196.70"
2729,2014-11-19,"1,106.60",942.91,"1,388.12",180.71,74.58,"1,193.60"
2730,2014-11-20,"1,115.00",939.90,"1,394.42",181.95,75.85,"1,190.70"
2731,2014-11-21,"1,113.00",943.94,"1,388.91",181.72,76.51,"1,197.50"
2732,2014-11-24,"1,113.50",941.65,"1,377.96",181.10,75.78,"1,195.50"
2733,2014-11-25,"1,110.90",941.20,"1,381.85",180.66,74.09,"1,197.10"
2734,2014-11-26,"1,108.00",940.34,"1,382.34",180.20,73.69,"1,196.60"
2735,2014-11-27,"1,097.50",934.44,"1,369.57",178.52,,
2736,2014-11-28,"1,108.50",938.13,"1,378.97",179.88,66.15,"1,175.20"
2737,2014-12-01,"1,110.70",937.93,"1,382.82",180.33,69.00,"1,218.00"
2738,2014-12-02,"1,110.70",934.78,"1,382.27",180.60,66.88,"1,199.20"
2739,2014-12-03,"1,112.40",932.28,"1,371.81",180.94,67.38,"1,208.50"
2740,2014-12-04,"1,115.00",930.25,"1,373.79",181.17,66.81,"1,207.50"
2741,2014-12-05,"1,115.00",927.16,"1,379.37",181.20,65.84,"1,190.10"
2742,2014-12-08,"1,120.00",923.18,"1,373.12",181.38,63.05,"1,194.70"
2743,2014-12-09,"1,109.00",926.64,"1,370.39",179.04,63.82,"1,231.50"
2744,2014-12-10,"1,103.90",926.25,"1,367.07",178.62,60.94,"1,228.90"
2745,2014-12-11,"1,100.70",930.98,"1,370.70",177.73,59.95,"1,225.10"
2746,2014-12-12,"1,102.00",929.02,"1,368.57",178.08,57.81,"1,222.00"
2747,2014-12-15,"1,099.10",927.90,"1,367.72",177.46,55.91,"1,207.20"
2748,2014-12-16,"1,084.70",929.24,"1,353.49",175.17,55.93,"1,193.90"
2749,2014-12-17,"1,095.00",933.34,"1,365.14",176.72,56.47,"1,194.30"
2750,2014-12-18,"1,098.90",928.36,"1,354.17",176.72,54.36,"1,194.70"
2751,2014-12-19,"1,099.50",921.47,"1,350.19",176.71,57.13,"1,195.90"
2752,2014-12-22,"1,096.30",915.18,"1,344.61",176.38,55.26,"1,179.70"
2753,2014-12-23,"1,101.30",916.76,"1,347.66",176.90,57.12,"1,177.90"
2754,2014-12-24,"1,102.30",915.30,"1,344.48",177.10,55.84,"1,173.50"
2755,2014-12-25,,,,,55.84,
2756,2014-12-26,"1,099.20",913.18,"1,340.47",176.92,54.73,"1,195.30"
2757,2014-12-29,"1,097.80",911.79,"1,337.34",176.12,53.61,"1,181.70"
2758,2014-12-30,"1,095.00",917.39,"1,333.49",176.12,54.12,"1,200.20"
2759,2014-12-31,"1,088.50",910.12,"1,322.42",175.05,53.27,"1,183.90"
2760,2015-01-01,,,,,53.27,
2761,2015-01-02,"1,104.50",917.13,"1,330.59",177.36,52.69,"1,186.00"
2762,2015-01-05,"1,110.70",922.81,"1,328.40",178.33,50.04,"1,203.90"
2763,2015-01-06,"1,099.00",925.01,"1,312.98",176.76,47.93,"1,219.30"
2764,2015-01-07,"1,099.50",923.64,"1,306.98",176.98,48.65,"1,210.60"
2765,2015-01-08,"1,096.00",915.39,"1,294.16",176.30,48.79,"1,208.40"
2766,2015-01-09,"1,091.10",914.05,"1,287.93",175.69,48.36,"1,216.00"
2767,2015-01-12,"1,084.50",913.72,"1,281.23",174.92,46.07,"1,232.70"
2768,2015-01-13,"1,083.20",915.87,"1,280.23",174.63,45.89,"1,234.30"
2769,2015-01-14,"1,081.50",926.34,"1,275.63",174.53,48.48,"1,234.40"
2770,2015-01-15,"1,078.90",916.96,"1,268.03",174.35,46.25,"1,264.70"
2771,2015-01-16,"1,077.50",923.15,"1,253.56",173.39,48.69,"1,276.90"
2772,2015-01-19,"1,078.60",919.91,"1,249.88",173.23,47.52,"1,276.60"
2773,2015-01-20,"1,087.00",920.48,"1,259.18",174.72,46.47,"1,294.20"
2774,2015-01-21,"1,084.00",919.74,"1,254.51",174.30,47.78,"1,293.70"
2775,2015-01-22,"1,084.70",920.33,"1,258.90",174.49,46.31,"1,300.70"
2776,2015-01-23,"1,082.30",914.41,"1,219.32",173.60,45.59,"1,292.60"
2777,2015-01-26,"1,082.20",914.95,"1,216.18",172.92,45.15,"1,279.40"
2778,2015-01-27,"1,078.00",912.94,"1,221.16",172.53,46.23,"1,291.70"
2779,2015-01-28,"1,082.90",919.04,"1,227.03",173.21,44.45,"1,285.90"
2780,2015-01-29,"1,093.50",927.48,"1,232.59",174.71,44.53,"1,254.60"
2781,2015-01-30,"1,095.80",930.77,"1,242.97",175.02,48.24,"1,278.50"
2782,2015-02-02,"1,102.00",935.96,"1,248.35",175.64,49.57,"1,276.20"
2783,2015-02-03,"1,099.20",936.45,"1,246.27",175.23,53.05,"1,259.70"
2784,2015-02-04,"1,085.70",925.10,"1,244.54",173.69,48.45,"1,263.80"
2785,2015-02-05,"1,090.70",929.84,"1,239.47",174.39,50.48,"1,262.00"
2786,2015-02-06,"1,090.20",929.09,"1,247.62",174.52,51.69,"1,233.90"
2787,2015-02-09,"1,095.50",922.99,"1,242.95",175.24,52.86,"1,240.80"
2788,2015-02-10,"1,092.00",919.66,"1,235.93",174.92,50.02,"1,231.60"
2789,2015-02-11,"1,100.50",919.69,"1,245.44",176.17,48.84,"1,219.00"
2790,2015-02-12,"1,107.50",925.93,"1,254.02",177.20,51.21,"1,220.10"
2791,2015-02-13,"1,100.30",925.48,"1,257.86",176.23,52.78,"1,226.50"
2792,2015-02-16,"1,101.50",928.60,"1,257.69",175.74,52.78,"1,230.00"
2793,2015-02-17,"1,105.20",931.71,"1,254.29",175.87,53.53,"1,208.10"
2794,2015-02-18,,,,,52.14,"1,199.70"
2795,2015-02-19,,,,,51.83,"1,207.10"
2796,2015-02-20,,,,,50.81,"1,204.40"
2797,2015-02-23,"1,109.70",930.18,"1,257.62",176.82,49.45,"1,200.30"
2798,2015-02-24,"1,111.80",931.86,"1,259.11",177.15,49.28,"1,196.90"
2799,2015-02-25,"1,098.50",924.90,"1,249.54",175.15,50.99,"1,201.00"
2800,2015-02-26,"1,095.00",922.26,"1,243.15",174.72,48.17,"1,209.60"
2801,2015-02-27,"1,099.70",921.79,"1,234.08",174.85,49.76,"1,212.60"
2802,2015-03-02,"1,101.30",918.06,"1,232.35",175.09,49.59,"1,207.70"
2803,2015-03-03,"1,097.80",916.44,"1,227.56",174.69,50.52,"1,204.00"
2804,2015-03-04,"1,100.80",919.56,"1,225.52",175.24,51.53,"1,200.60"
2805,2015-03-05,"1,100.20",918.13,"1,215.28",175.28,50.76,"1,195.90"
2806,2015-03-06,"1,098.60",914.43,"1,208.57",175.11,49.61,"1,164.10"
2807,2015-03-09,"1,109.20",918.59,"1,207.59",176.72,50.00,"1,166.40"
2808,2015-03-10,"1,124.00",921.92,"1,207.96",179.12,48.29,"1,160.10"
2809,2015-03-11,"1,126.20",927.45,"1,200.19",179.45,48.17,"1,150.70"
2810,2015-03-12,"1,122.50",926.92,"1,192.88",178.95,47.05,"1,152.10"
2811,2015-03-13,"1,128.80",929.59,"1,198.45",179.98,44.84,"1,152.60"
2812,2015-03-16,"1,131.00",932.17,"1,191.62",180.21,43.88,"1,153.30"
2813,2015-03-17,"1,126.70",927.86,"1,192.61",180.17,43.46,"1,148.30"
2814,2015-03-18,"1,129.20",931.26,"1,198.08",180.96,44.66,"1,151.40"
2815,2015-03-19,"1,120.00",928.31,"1,193.02",180.24,45.53,"1,169.10"
2816,2015-03-20,"1,126.30",931.52,"1,203.11",181.14,46.57,"1,184.80"
2817,2015-03-23,"1,115.80",928.60,"1,202.94",179.58,47.45,"1,188.00"
2818,2015-03-24,"1,101.00",921.49,"1,209.23",177.34,47.51,"1,191.70"
2819,2015-03-25,"1,102.00",921.17,"1,208.89",177.37,49.21,"1,197.30"
